candidate_id,name,office_full,party_full,incumbent_challenge_full
H6FL15200,"OVERMAN, KIMBERLY","House (District 12)|Citrus, Hernando, Pasco",DEMOCRATIC PARTY,Challenger
H6FL21042,"PANDICH, ELIZABETH","House (District 21)|Martin, Palm Beach, St. Lucie",DEMOCRATIC PARTY,Challenger
H6FL27106,"PARNAS, LEV","House (District 22)|Broward, Palm Beach",INDEPENDENT,Challenger
H6FL13247,"PAROS, REGINALD",House (District 13)|Pinellas,DEMOCRATIC PARTY,Challenger
H2FL07230,"PASTRANA, ALLEK","House (District 7)|Seminole, Volusia",DEMOCRATIC PARTY,Challenger
H6FL01390,"PATRONIS, JIMMY JR.","House (District 1)|Escambia, Santa Rosa, Okaloosa, Walton",REPUBLICAN PARTY,Challenger
H0FL13158,"PAULINA LUNA, ANNA",House (District 13)|Pinellas,REPUBLICAN PARTY,Incumbent
H6FL01432,"PEACOCK, JEFF","House (District 1)|Escambia, Santa Rosa, Okaloosa, Walton",REPUBLICAN PARTY,Open seat
H6FL16109,"PEARSON, GLENN KEITH MR","House (District 16)|Hillsborough, Manatee",DEMOCRATIC PARTY,Open seat
H6FL19145,"PEDERSEN, MIKE","House (District 19)|Collier, Lee",REPUBLICAN PARTY,Open seat
H6FL27072,"PEGUERO, ROBIN",House (District 27)|Miami-Dade,DEMOCRATIC PARTY,Challenger
H6FL15168,"PEOPLE, ROBERT","House (District 15)|Hillsborough, Pasco, Polk",DEMOCRATIC PARTY,Challenger
H4FL14109,"PERRY, NEELAM TANEJA DR","House (District 14)|Hillsborough, Pinellas",NO PARTY AFFILIATION,Challenger
H4FL14141,"PETERS, JOHN","House (District 14)|Hillsborough, Pinellas",REPUBLICAN PARTY,Open seat
H8FL15149,"PILKINGTON, JAMES GREGORY","House (District 15)|Hillsborough, Pasco, Polk",DEMOCRATIC PARTY,Open seat
H4FL01270,"PITTMAN, BERNADETTE","House (District 1)|Escambia, Santa Rosa, Okaloosa, Walton",REPUBLICAN PARTY,Challenger
H2FL27071,"POLO, FRANK",House (District 27)|Miami-Dade,REPUBLICAN PARTY,Challenger
H6FL16133,"POPE, EDWARD PETER DR.","House (District 16)|Hillsborough, Manatee",REPUBLICAN PARTY,Open seat
H8FL15107,"POSEY, BILL","House (District 8)|Brevard, Indian River, Orange",REPUBLICAN PARTY,Incumbent
H6FL02315,"POWER, EVAN MR","House (District 2)|Bay, Calhoun, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Lafayette, Leon, Liberty, Madison, Taylor, Wakulla, Washington",REPUBLICAN PARTY,Open seat
H0FL04033,"PUESCHEL, DEBORAH KATZ","House (District 4)|Clay, Duval, Nassau",WRITE-IN,Open seat
H6FL14112,"QUINN, CHRISTINE YVONNE",House (District 13)|Pinellas,REPUBLICAN PARTY,Challenger
H6FL10185,"RANCE, HOWARD STEVEN","House (District 9)|Orange, Osceola, Polk, Indian River, Okeechobee, Highlands, Glades",REPUBLICAN PARTY,Challenger
H6FL09203,"RENTAS, WANDA","House (District 9)|Orange, Osceola, Polk, Indian River, Okeechobee, Highlands, Glades",REPUBLICAN PARTY,Open seat
H8FL23051,"REYES, CARLOS JOSE JR.","House (District 23)|Broward, Palm Beach",REPUBLICAN PARTY,Challenger
H0FL25038,"RIVERA, DAVID","House (District 26)|Collier, Miami-Dade, Monroe",REPUBLICAN PARTY,Challenger
S6FL00418,"RIVERA, ERNESTO J",Senate|Statewide (All 67 Counties),REPUBLICAN PARTY,Challenger
H6FL04204,"ROBINSON, BRITTNEY","House (District 4)|Clay, Duval, Nassau",DEMOCRATIC PARTY,Challenger
H6FL13254,"ROBINSON, TIMOTHY BRANDT MR",House (District 13)|Pinellas,DEMOCRATIC PARTY,Challenger
H4FL14117,"ROCHFORD, ROBERT ANTHONY ROCKY CAPT","House (District 14)|Hillsborough, Pinellas",REPUBLICAN PARTY,Challenger
H6FL27098,"RODRIGUEZ, ELIOTT",House (District 27)|Miami-Dade,DEMOCRATIC PARTY,Challenger
H8FL27052,"RODRIGUEZ, JOSE JAVIER",House (District 27)|Miami-Dade,DEMOCRATIC PARTY,Open seat
H6FL02331,"ROGERS, AUSTIN","House (District 2)|Bay, Calhoun, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Lafayette, Leon, Liberty, Madison, Taylor, Wakulla, Washington",REPUBLICAN PARTY,Open seat
H0FL01120,"ROMAGNANO, CHASE ANDERSON ANDY REV.","House (District 1)|Escambia, Santa Rosa, Okaloosa, Walton",REPUBLICAN PARTY,Challenger
H6FL19087,"ROONEY, FRANCIS","House (District 19)|Collier, Lee",REPUBLICAN PARTY,Incumbent
H8FL27029,"ROSEN GONZALEZ, KRISTEN",House (District 27)|Miami-Dade,DEMOCRATIC PARTY,
H6FL02349,"ROWELL, AUDIE","House (District 2)|Bay, Calhoun, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Lafayette, Leon, Liberty, Madison, Taylor, Wakulla, Washington",REPUBLICAN PARTY,Open seat
S0FL00338,"RUBIO, MARCO",Senate|Statewide (All 67 Counties),REPUBLICAN PARTY,Incumbent
H4FL01288,"RUDMAN, JOEL DR.","House (District 1)|Escambia, Santa Rosa, Okaloosa, Walton",REPUBLICAN PARTY,Open seat
H2FL27089,"RUSSELL, KEN",House (District 27)|Miami-Dade,DEMOCRATIC PARTY,Challenger
H6FL04105,"RUTHERFORD, JOHN","House (District 5)|Duval, St. Johns",REPUBLICAN PARTY,Incumbent
H2FL11117,"SABATINI, ANTHONY","House (District 11)|Lake, Orange, Polk, Sumter",REPUBLICAN PARTY,Open seat
H8FL27185,"SALAZAR, MARIA ELVIRA",House (District 27)|Miami-Dade,REPUBLICAN PARTY,Incumbent
H6FL01374,"SALZMAN, MICHELLE","House (District 1)|Escambia, Santa Rosa, Okaloosa, Walton",REPUBLICAN PARTY,Open seat
H6FL01366,"SALZMAN, MICHELLE","House (District 1)|Escambia, Santa Rosa, Okaloosa, Walton",REPUBLICAN PARTY,Open seat
S2FL00623,"SANCHEZ, WILLIAM",Senate|Statewide (All 67 Counties),DEMOCRATIC PARTY,Challenger
H2FL24037,"SANON-JULES, CHRISTINE ALEXANDRIA","House (District 24)|Broward, Miami-Dade",DEMOCRATIC PARTY,Open seat
H6FL19111,"SAPP, HOWARD","House (District 19)|Collier, Lee",DEMOCRATIC PARTY,Open seat
H8FL03046,"SAPP, JUDSON","House (District 3)|Alachua, Baker, Bradford, Columbia, Dixie, Gilchrist, Levy, Marion, Suwannee, Union",REPUBLICAN PARTY,Open seat
H6FL19301,"SAWYER, LINDA J","House (District 19)|Collier, Lee",REPUBLICAN PARTY,Open seat
H2FL26073,"SCHAFFER, JEREMIAH","House (District 28)|Miami-Dade, Monroe",REPUBLICAN PARTY,Challenger
H2FL01258,"SCHILLER, MARGARET ANN MS","House (District 1)|Escambia, Santa Rosa, Okaloosa, Walton",DEMOCRATIC PARTY,Challenger
H2FL13139,"SCHNEIDER, JAN","House (District 16)|Hillsborough, Manatee",DEMOCRATIC PARTY,Open seat
H4FL16161,"SCHNEIDER, JAN","House (District 16)|Hillsborough, Manatee",DEMOCRATIC PARTY,Challenger
H6FL19137,"SCHWARTZEL, JIM","House (District 19)|Collier, Lee",REPUBLICAN PARTY,Open seat
S8FL00273,"SCOTT, RICK SEN",Senate|Statewide (All 67 Counties),REPUBLICAN PARTY,Incumbent
H6FL06274,"SELMONT, GEORGE AUSTIN","House (District 6)|Flagler, Lake, Marion, Putnam, St. Johns, Volusia",DEMOCRATIC PARTY,Challenger
H2FL20134,"SHARIEF, BARBARA","House (District 20)|Broward, Palm Beach",DEMOCRATIC PARTY,Open seat
H0FL21110,"SHERRILL, REBA","House (District 21)|Martin, Palm Beach, St. Lucie",REPUBLICAN PARTY,Challenger
H6FL08296,"SHOCK, COLBY","House (District 8)|Brevard, Indian River, Orange",DEMOCRATIC PARTY,Challenger
H6FL18204,"SIMMONS, DEVA","House (District 18)|Collier, DeSoto, Glades, Hardee, Hendry, Highlands, Okeechobee, Polk",NO PARTY AFFILIATION,Challenger
H6FL23188,"SINGER, SCOTT M.","House (District 25)|Broward, Miami-Dade",REPUBLICAN PARTY,Challenger
H2FL21124,"SKRBIC, LJUBO DR MD","House (District 21)|Martin, Palm Beach, St. Lucie",REPUBLICAN PARTY,Challenger
H8FL06098,"SODERBERG, NANCY","House (District 6)|Flagler, Lake, Marion, Putnam, St. Johns, Volusia",DEMOCRATIC PARTY,Open seat
H2FL11125,"SORIANO, GAVRIEL ELIYAHU","House (District 14)|Hillsborough, Pinellas",REPUBLICAN PARTY,Challenger
H4FL11121,"SORIANO, GAVRIEL ELIYAHU","House (District 11)|Lake, Orange, Polk, Sumter",REPUBLICAN PARTY,Challenger
H6FL09179,"SOTO, DARREN","House (District 9)|Orange, Osceola, Polk, Indian River, Okeechobee, Highlands, Glades",DEMOCRATIC PARTY,Incumbent
H0FL02110,"SOUTHERLAND, WILLIAM STEVE II","House (District 2)|Bay, Calhoun, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Lafayette, Leon, Liberty, Madison, Taylor, Wakulla, Washington",REPUBLICAN PARTY,Challenger
H0FL23090,"SPALDING, CARLA A","House (District 20)|Broward, Palm Beach",REPUBLICAN PARTY,
H6FL18121,"SPALDING, CARLA ARLENE","House (District 20)|Broward, Palm Beach",REPUBLICAN PARTY,
H8FL15230,"SPANO, VINCENT ROSS","House (District 15)|Hillsborough, Pasco, Polk",REPUBLICAN PARTY,Incumbent
H4FL16179,"SPEIR, JASON EDWARD","House (District 16)|Hillsborough, Manatee",REPUBLICAN PARTY,Open seat
H6FL17065,"SPENCE, ALLEN L JR","House (District 17)|Charlotte, Lee, Sarasota",DEMOCRATIC PARTY,Challenger
H4FL24041,"SPICER, LAVERN","House (District 24)|Broward, Miami-Dade",REPUBLICAN PARTY,Challenger
H6FL22131,"SRADO, ANTONIO","House (District 22)|Broward, Palm Beach",REPUBLICAN PARTY,Challenger
H8FL06056,"STEARNS, CLIFFORD B.","House (District 3)|Alachua, Baker, Bradford, Columbia, Dixie, Gilchrist, Levy, Marion, Suwannee, Union",REPUBLICAN PARTY,Challenger
H8FL17053,"STEUBE, GREG","House (District 17)|Charlotte, Lee, Sarasota",REPUBLICAN PARTY,Incumbent
H4FL03136,"STEVENS, ALEC","House (District 3)|Alachua, Baker, Bradford, Columbia, Dixie, Gilchrist, Levy, Marion, Suwannee, Union",REPUBLICAN PARTY,Challenger
H4FL03144,"STEVENS, ALEC","House (District 3)|Alachua, Baker, Bradford, Columbia, Dixie, Gilchrist, Levy, Marion, Suwannee, Union",REPUBLICAN PARTY,Challenger
H0FL03209,"ST. GEORGE, JAMES","House (District 3)|Alachua, Baker, Bradford, Columbia, Dixie, Gilchrist, Levy, Marion, Suwannee, Union",REPUBLICAN PARTY,Open seat
H4FL06055,"STOCKTON, JAMES D","House (District 6)|Flagler, Lake, Marion, Putnam, St. Johns, Volusia",DEMOCRATIC PARTY,Challenger
H6FL09252,"STORY, JUSTIN","House (District 9)|Orange, Osceola, Polk, Indian River, Okeechobee, Highlands, Glades",REPUBLICAN PARTY,Challenger
H6FL19194,"STRAND, JOHN","House (District 19)|Collier, Lee",REPUBLICAN PARTY,Open seat
H8FL00034,"TADDEO, ANNETTE",House (District 27)|Miami-Dade,DEMOCRATIC PARTY,Challenger
H6FL21034,"TAYLOR, BERNARD","House (District 21)|Martin, Palm Beach, St. Lucie",DEMOCRATIC PARTY,Challenger
H6FL14161,"TEK, ERGIN AKA BATMAN","House (District 14)|Hillsborough, Pinellas",REPUBLICAN PARTY,Challenger
H6FL06290,"TERRY, RANDALL","House (District 6)|Flagler, Lake, Marion, Putnam, St. Johns, Volusia",INDEPENDENT,Challenger
H6FL01275,"THOMPSON, MICHAEL","House (District 1)|Escambia, Santa Rosa, Okaloosa, Walton",REPUBLICAN PARTY,Open seat
H2FL15191,"TOLEDO, JACKIE","House (District 15)|Hillsborough, Pasco, Polk",REPUBLICAN PARTY,Challenger
H2FL23260,"TROUT, W MICHAEL","House (District 23)|Broward, Palm Beach",DEMOCRATIC PARTY,Challenger
H2FL21066,"TROUT, W. MICHAEL ""MIKE""","House (District 21)|Martin, Palm Beach, St. Lucie",,Challenger
H6FL07223,"ULRICH, SARAH","House (District 7)|Seminole, Volusia",REPUBLICAN PARTY,Challenger
H0FL07143,"VALENTIN, LEO","House (District 7)|Seminole, Volusia",REPUBLICAN PARTY,Challenger
H6FL01325,"VALENTINO, GENE","House (District 1)|Escambia, Santa Rosa, Okaloosa, Walton",REPUBLICAN PARTY,Challenger
H4FL01197,"VALIMONT, JENNIFER GAY","House (District 1)|Escambia, Santa Rosa, Okaloosa, Walton",DEMOCRATIC PARTY,Challenger
H0FL17092,"VEREEN, RODERICK D","House (District 24)|Broward, Miami-Dade",DEMOCRATIC PARTY,
H6FL25043,"VILLATORO, CLAUDIA","House (District 25)|Broward, Miami-Dade",REPUBLICAN PARTY,Challenger
S6FL00855,"VINDMAN, ALEXANDER",Senate|Statewide (All 67 Counties),DEMOCRATIC PARTY,Challenger
H8FL06148,"WALTZ, MICHAEL","House (District 6)|Flagler, Lake, Marion, Putnam, St. Johns, Volusia",REPUBLICAN PARTY,Incumbent
H4FL20023,"WASSERMAN SCHULTZ, DEBBIE","House (District 20)|Broward, Palm Beach",DEMOCRATIC PARTY,Incumbent
H0FL08208,"WEBSTER, DANIEL","House (District 11)|Lake, Orange, Polk, Sumter",REPUBLICAN PARTY,Incumbent
H6FL11241,"WEBSTER, ROYAL MR.","House (District 11)|Lake, Orange, Polk, Sumter",DEMOCRATIC PARTY,Open seat
S2FL00466,"WEIL, JOSHUA",Senate|Statewide (All 67 Counties),DEMOCRATIC PARTY,Challenger
S6FL00756,"WEIL, JOSHUA JOSEPH",Senate|Statewide (All 67 Counties),DEMOCRATIC PARTY,Challenger
H4FL23126,"WEINROTH, ROBERT S.","House (District 23)|Broward, Palm Beach",REPUBLICAN PARTY,Challenger
H6FL14179,"WELDON, DANIEL","House (District 14)|Hillsborough, Pinellas",REPUBLICAN PARTY,Challenger
H8FL03020,"WELLS, THOMAS BECKWITH","House (District 3)|Alachua, Baker, Bradford, Columbia, Dixie, Gilchrist, Levy, Marion, Suwannee, Union",DEMOCRATIC PARTY,Challenger
H6FL22164,"WERTHEIM, HERBERT DR. OD","House (District 22)|Broward, Palm Beach",REPUBLICAN PARTY,Challenger
H4FL10123,"WHITE, VIBERT DR",House (District 10)|Orange,REPUBLICAN PARTY,Challenger
H6FL14146,"WICK, JOHN CHARLES","House (District 14)|Hillsborough, Pinellas",REPUBLICAN PARTY,Challenger
H4FL21096,"WILES, RICK","House (District 21)|Martin, Palm Beach, St. Lucie",REPUBLICAN PARTY,Challenger
H6FL12207,"WILLIAMS, SHAY","House (District 14)|Hillsborough, Pinellas",REPUBLICAN PARTY,Challenger
H6FL12223,"WILLIAMS, SHAY","House (District 12)|Citrus, Hernando, Pasco",REPUBLICAN PARTY,Challenger
H0FL17068,"WILSON, FREDERICA S.","House (District 24)|Broward, Miami-Dade",DEMOCRATIC PARTY,Incumbent
H6FL01341,"WITT, JEFF","House (District 1)|Escambia, Santa Rosa, Okaloosa, Walton",REPUBLICAN PARTY,Open seat
H6FL06340,"YONCE, ERIC","House (District 6)|Flagler, Lake, Marion, Putnam, St. Johns, Volusia",DEMOCRATIC PARTY,Challenger
H6FL02281,"ZATESLO, NICHOLAS","House (District 2)|Bay, Calhoun, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Lafayette, Leon, Liberty, Madison, Taylor, Wakulla, Washington",DEMOCRATIC PARTY,Open seat
