AcctNum,Name,Type,TypeDesc,Addr1,Addr2,City,State,Zip,County,Phone,ChrNameLast,ChrNameFirst,ChrNameMiddle,TrsNameLast,TrsNameFirst,TrsNameMiddle
88577,Collier First,PAC,Political Committee,166 Jonnycake Drive,,Naples,FL,34110,Collier,2397840251,Maxwell,Lauren,,Robinson,Eric,
65882,Collier Tax Watch,PAC,Political Committee,Post Office Box 112049,,Naples,FL,34108,Collier,2398253823,DiSarro,Adam,,Abenanti,Gregg,
61045,Collier TIGER (Together in Government & Education Reform),PAC,Political Committee,6710 Lone Oak Boulevard,,Naples,FL,34109,Collier,2395927773,Lettner,Peter,,Prevost,Dayna,
79669,Committee for a Greater Miami,PAC,Political Committee,1 SE 3rd Avenue,Suite 1410,Miami,FL,33131,Miami-Dade,3053507700,Reyes,Manuel,,Trueba,Carlos,M.
60653,Committee for Accessible Government,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,,8504041000,Daughton,Jim,,Fenner,Noreen,
60609,Committee for An Affordable Residential Environment,PAC,Political Committee,1284 Timberlane Road,,Tallahassee,FL,32312,Leon,8509079111,Cashin,Ken,,Ricco II,John,R.
60927,Committee for an Innovative Florida,PAC,Political Committee,5331 Primrose Lake Circle,Suite 100,Tampa,FL,33647,Hillsborough,8138331343,Harrison,Shawn,,Millner,Michael,
61040,Committee for Better Government of Northeast Florida,PAC,Political Committee,4932 Sunbeam Road,,Jacksonville,FL,32257,Duval,9042940213,Morales,Rick,,Matovina,Gregory,E.
60637,Committee for Economic Development,PAC,Political Committee,818 AIA North,Suite 208,Ponte Vedra,FL,32082,Duval,9043465755,Hainline,T. R.,,Franklin Jr.,Fred,D.
74604,Committee for Professional Law Enforcement,PAC,Political Committee,1722 Northwest 80th Blvd,Suite 90,Gainesville,FL,32606,Duval,3522755004,Taylor Jr,Charles,R.,Jones,William,S
69698,Committee for Responsible Floridians,PAC,Political Committee,4914 SW 72 Avenue,,Miami,FL,33155,Miami-Dade,3054450777,Pelletier,Jim,,Riesco,Jose,A.
71409,Committee for Responsible Government,PAC,Political Committee,2640-A Mitcham Drive,,Tallahassee,FL,32308,Leon,8508771099,Cannon,Dean,,Dupree,Abby,
88754,Committee for Whole Person Health,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8502120226,Houmann,Lars,,Fenner,Noreen,A.
60519,Committee of Automotive Retailers Political Action Committee of Florida,PAC,Political Committee,400 North Meridian Street,,Tallahassee,FL,32301,Leon,8502241466,Smith,Ted,,Smith,Ted,
60712,Committee of Florida Agents,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Ritchie,Glenn,,Dewhurst,Craig,
69366,"Committee of Interns and Residents, SEIU Local 1957 Health Care Advocacy Fund",PAC,Political Committee,"10-27 46th Ave., Ste 300-2",,Long Island City,NY,11101,,2123568100,Naranjo,Susan,,DeRosa,Ralph,
60511,Committee of Safety Net Hospitals of Florida,PAC,Political Committee,125 S. Gadsden Street,Suite 300,Tallahassee,FL,32301,Leon,8502012096,Senior,Justin,,Kennedy,Melinda,
61369,Committee of Teaching Hospitals of Florida,PAC,Political Committee,125 S. Gadsden Street,Suite 300,Tallahassee,FL,32301,Leon,8502012096,Senior,Justin,,Kennedy,Melinda,
88961,Committee on Civic Knowledge,PAC,Political Committee,113 South Monroe Street,,Tallahassee,FL,32301,Leon,7864360973,Alvarado,Alex,,Alvarado,Alex,
70128,Committee to Protect Florida,PAC,Political Committee,P.O. Box 10205,,Tallahassee,FL,32302,Leon,8504430243,Zubaly,Mark,,Zubaly,Mark,
78984,Committee to Protect Northwest Florida,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Escambia,8504041000,Salzman,Michelle,,Fenner,Noreen,A
79390,Common Sense Conservatives,PAC,Political Committee,"115 East Park Avenue, Suite 1",,Tallahassee,FL,32301,Leon,3522755004,Jones,William,S.,Jones,William,S.
84062,Common Sense Florida,PAC,Political Committee,120 S Monroe St,,Tallahassee,FL,32301,Hillsborough,8507277087,Milam,Richard,,Ramba,David,E.
83579,Common Sense For Florida,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Basabe,Fabian,,Fenner,Noreen,A
74501,Common Sense for Sarasota,PAC,Political Committee,783 South Orange Avenue,Third Floor,Sarasota,FL,34236,Sarasota,9415569030,Goodrich,Brian,,Goodrich,Brian,
80020,Common Sense Government,PAC,Political Committee,2100 Salzedo Street,Suite 200,Coral Gables,FL,33134,Miami-Dade,3054386528,Lopez,Vicki,L.,Fiore,Anthony,
71293,Common Voices,PAC,Political Committee,"6619 South Dixie Highway, #148",,Miami,FL,33143,Miami-Dade,3056472666,Miller,Willie,E.,Maggiolo,Gloria,
71848,Communities First Project PC,PAC,Political Committee,Post Office Box 122,,Tallahassee,FL,32302,Leon,3056084300,Camara,Christian,,Camara,Christian,
89534,Community and Conservation PAC,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Galnor,Matt,,Fenner,Noreen,A.
89081,Community Engagement,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,DePriest,Jennings,,Fenner,Noreen,A.
84148,Community First,PAC,Political Committee,847 Northwest 119th Street,Suite 202,Miami,FL,33168,Miami-Dade,7865878740,Brown,Vincent,T,Forde,Andrea,
81501,Community Inclusion Committee,PAC,Political Committee,531 West Union Street,,Jacksonville,FL,32202,Duval,9043079758,Jean-Bart,Leslie,Scott,Jean-Bart,Leslie,Scott
89899,Community Legacy Partnership,PAC,Political Committee,Post Office Box 122,,Tallahassee,FL,32302,Leon,3056084300,Camara,Christian,R.,Camara,Christian,R.
89261,Community Progress,PAC,Political Committee,201 South Monroe Street,4th Floor,Tallahassee,FL,32301,Leon,8507240605,Kato,Natalie,,Kato,Natalie,
78792,Concerned Citizens for Judicial Integrity and Fairness,PAC,Political Committee,Post Office Box 1701,,Tallahassee,FL,32302,Leon,8505674878,Herron,Mark,,Herron,Mark,
89436,Concerned Citizens of Lauderhill,PAC,Political Committee,Post Office Box 1701,,Tallahassee,FL,323021701,Leon,8505674878,Herron,Mark,,Herron,Mark,
88592,Concerned Citizens of Orange County,PAC,Political Committee,Post Office Box 1701,,Tallahassee,FL,32302,Leon,8505674878,Herron,Mark,,Herron,Mark,
83468,Concerned Residents Committee,PAC,Political Committee,1421 SW 107 Ave,Suite 248,Miami,FL,33174,Miami-Dade,3052248106,Bustamante,Anthony,,Garcia,Blanca,
73814,Conquistador PC,PAC,Political Committee,2640A Mitcham Drive,,Tallahassee,FL,32308,Polk,8508771099,Hollis,Justin,,Dupree,Abby,F.
65563,Conservatism Counts,PAC,Political Committee,"115 East Park Avenue, Suite 1",,Tallahassee,FL,32301,Leon,3522755004,Jones,William,S.,Jones,William,S.
70040,Conservative Choice,PAC,Political Committee,115 East Park Avenue,Suite 1,Tallahassee,FL,323010000,Leon,3522755004,Jones,William,S.,Jones,William,S.
89447,Conservative Coalition,PAC,Political Committee,Post Office Box 20252,,St. Petersburg,FL,33742,Pinellas,8133357472,London,Tim,,Jodoin,Jamie,C.
86022,Conservative Family Alliance,PAC,Political Committee,252 West Ardice Avenue,#1006,Eustis,FL,32726,Lake,8045910050,Mclntyre,Dustin,,Mclntyre,Dustin,
74340,Conservative Florida,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,McClure,Lawrence,,Fenner,Noreen,A.
78970,Conservative for Florida,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Piccolo,Thomas,,Fenner,Noreen,A.
78839,Conservative Governance PAC,PAC,Political Committee,1563 Capital Circle Southeast,Unit 44,Tallahassee,FL,32301,Leon,8502207853,Joseph,Malucci,,Joseph,Malucci,
83868,Conservative Leadership Caucus,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,2394437928,Sund,Andrew,,Fenner,Noreen,
83459,Conservative Leadership for the First Coast,PAC,Political Committee,"1722 NW 80th Blvd, Suite 90",,Gainesville,FL,32606,,3522755004,Jones,William,S.,Jones,William,S.
69286,Conservative Leadership Fund,PAC,Political Committee,"1700 North Monroe Street,",Suite 11-297,Tallahassee,FL,32303,Leon,8502940560,Hanna,Michael,,Elliott,Sam,
83791,Conservative Majority Florida,PAC,Political Committee,1722 Northwest 80th Boulevard,Suite 90,Gainesville,FL,32606,Alachua,3522755004,Jones,William,S.,Jones,William,S.
88694,Conservative Solutions for Florida,PAC,Political Committee,1722 Northwest 80th Boulevard,Suite 90,Gainesville,FL,32606,Alachua,3522755004,Jones,William,S.,Jones,Williams,S.
88693,Conservative Women's Leadership Fund,PAC,Political Committee,1722 Northwest 80th Boulevard,Suite 90,Gainesville,FL,32606,Alachua,3522755004,Jones,Williams,S.,Jones,William,S.
65559,Conservatives,PAC,Political Committee,14260 West Newberry Road #343,,Newberry,FL,32669,Leon,3522755004,Jones,William,S.,Jones,William,S.
70025,Conservatives for a Better Florida,PAC,Political Committee,2100 Salzedo Street,Suite 200,Coral Gables,FL,33134,Miami-Dade,305438658,Perez,Daniel,A.,Fiore,Anthony,
81066,Conservatives For A Better Miami-Dade,PAC,Political Committee,"2100 Salzedo Street, Suite 200",,Coral Gables,FL,33134,Miami-Dade,7864754276,Porras,Juan,,Quintana,Brian,A.
79458,Conservatives for a Brighter Future,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Thompson,Collin,,Fenner,Noreen,A.
89513,Conservatives for a Free Florida,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Piccolo,Tom,,Fenner,Noreen,
74419,Conservatives for Clean Water,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Sarasota,8504041000,Botana,Adam,,Fenner,Noreen,A.
88591,Conservatives for Collier County,PAC,Political Committee,1925 Trade Center Way,Suite 1,Naples,FL,34109,Collier,2393002118,Levine,Jason,,Robinson,Eric,
69596,Conservatives For Effective Government,PAC,Political Committee,120 South Monroe Street,,Tallahassee,FL,32301,Leon,8507277087,Ramba,David,E.,Ramba,David,E.
91437,Conservatives for Ethical Leadership,PAC,Political Committee,8325 SW 118 Terrace,,Miami,FL,33156,Miami-Dade,8509806542,Planas,Juan-Carlos,,Planas,Juan-Carlos,
89362,Conservatives for Florida Agriculture,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8502120226,Gill,Ryan,,Fenner,Noreen,
69941,Conservatives for Good Government,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Mayfield,Debbie,,Fenner,Noreen,A.
70003,Conservatives for Rural Florida,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Lee,James,D.,Fenner,Noreen,A.
78974,Conservatives Standing Proudly for Common Sense,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Piccolo,Thomas,,Fenner,Noreen,A.
85678,Conservatives USA,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Jones,Gregg,,Fenner,Noreen,A.
73860,Constituent Priorities,PAC,Political Committee,2055 NW Diamond Creek Way,,Jensen Beach,FL,34957,Martin,7722618100,Millner,Michael,,Millner,Michael,
83752,Constituents First Responder,PAC,Political Committee,6800 Southwest 40th Street,#468,Miami,FL,331353708,Miami-Dade,3059050237,Chavez,Christian,,Chavez,Antonia,
88699,Constitution Union PC,PAC,Political Committee,51 Hunt Master Ct,,Ormond Beach,FL,32173,Volusia,3863412245,Longabach,Tucker,,Burchard,Carol,
88566,Consumer Rights Action Fund,PAC,Political Committee,1212 East Paris Street,,Tampa,FL,33604,Hillsborough,3212775115,Fox,John,T.,Fox,John,T.
88574,Consumers for Impartial Courts,PAC,Political Committee,338 North Magnolia Avenue,Suite B,Orlando,FL,32801,Orange,4072175316,Copeland,Todd,E.,Copeland,Todd,E.
83509,Continental Political Committee,PAC,Political Committee,125 S Gadsden St,Suite 100,Tallahassee,FL,32301,Miami-Dade,8509998468,Card,James,,Gabadage,Gangul,
60580,"Coral Gables Fraternal Order of Police, Lodge # 7, Inc.",PAC,Political Committee,265 Sevilla Avenue,,Coral Gables,FL,33134,Miami-Dade,3054466703,Cramer,Joseph,,Reinoso,Klaus,
79561,Coral Gables Professional Firefighters Local 1210 PAC,PAC,Political Committee,Post Office Box 140071,,Coral Gables,FL,33114,Miami-Dade,3057218210,Perez,David,,Chickillo,Wyatt,
64163,Coral Springs Fraternal Order of Police Lodge 87 PAC,PAC,Political Committee,Post Office Box 770626,,Coral Springs,FL,33077,Broward,9543406375,Logan,Corey,,Garner,Brooke,
61070,Council for Senior Floridians,PAC,Political Committee,307 West Park Avenue,,Tallahassee,FL,32301,Leon,8502243907,Weisman,Andrew,,Mitchell,Joe,
90628,Courageous Leadership PAC,PAC,Political Committee,Post Office Box 561553,,Orlando,FL,32806,Orange,4074518563,Farrant,Jonathan,,Farrant,Jonathan,
79016,Craft Brewers of Florida PC,PAC,Political Committee,201 East Park Avenue,Suite 200B,Tallahassee,FL,32301,Leon,8505832400,Aubuchon,Josh,,Closson,Glenn,
60747,Creating Possibilities,PAC,Political Committee,610 South Boulevard,,Tampa,FL,33606,Broward,8132543369,Bogdanoff,Ellyn,,Watkins,Nancy,
84190,Crime Victims of Justice,PAC,Political Committee,2055 NW Diamond Creek Way,,Jensen Beach,FL,34957,Martin,7722618100,Millner,Michael,,Millner,Debbie,
90555,Crusader,PAC,Political Committee,8370 Thames Road,,Baker,FL,32531,Okaloosa,8505433383,Vail,David,Michael,Callahan,Megan,
88936,Cruz For Florida,PAC,Political Committee,4809 Jamaica Lane,,Kissimmee,FL,34746,Osceola,4077915860,Landrua Rivas,Maria,De Los Angeles,Landrua Rivas,Maria,De Los Angeles
60819,CTA St. Lucie County Tiger-Cope,PAC,Political Committee,371 East Midway Road,,Fort Pierce,FL,34982,St. Lucie,7724646430,Rodriguez,Victoria,,Waldrop,Christopher,
9754,Dade County Fire Fighters Local 1403 PAC,PAC,Political Committee,"8000 NW 21st Street, Suite 222",,Miami,FL,331221605,Miami-Dade,3055936100,McAllister IV,William,,Blake,Paul,
60895,Dade County Medical Association PAC,PAC,Political Committee,4150 Belfort Road #551538,,Jacksonville,FL,32255,Miami-Dade,3053248717,Nullman,Andrew,,Fernandez,Rafael,
19932,Dade County Police Benevolent Association P.A.C.,PAC,Political Committee,10680 NW 25th Street,,Doral,FL,331720000,Miami-Dade,3055930044,Stahl,Steadman,,Steadman,Stahl,
84548,Dade Families First PC,PAC,Political Committee,2100 Salzedo Street,Suite 200,Coral Gables,FL,33134,Miami-Dade,3054386528,Milian,Milagros,,Fiore,Anthony,
60559,Dade Farm PAC,PAC,Political Committee,1850 OLD DIXIE HWY,,Homestead,FL,33033,Miami-Dade,3052465514,Schnebly,Peter,,Moehling,Heather,
80265,Dade First PC,PAC,Political Committee,"2100 Salzedo Street, Suite 200",,Coral Gables,FL,33134,Miami-Dade,3054386528,Argota,Yulexis,,Fiore,Anthony,
84687,Daley for Florida,PAC,Political Committee,201 South Monroe Street,4th Floor,Tallahassee,FL,32301,Leon,8507240605,Kato,Natalie,,Kato,Natalie,
69864,Davie Citizens and Firefighters for Better Public Safety,PAC,Political Committee,14822 Breckness Place,,Miami Lakes,FL,33016,Broward,3053028266,Fernandez,Anthony,,Konick,Adam,
83428,Defend Democracy PC,PAC,Political Committee,1742 West Flagler Street,,Miami,FL,33135,Miami-Dade,7867624990,Ulvert,Christian,B.,Kuhn,Maria,
69555,Defending Conservatism and Democracy,PAC,Political Committee,2055 NW Diamond Creek Way,,Jensen Beach,FL,349574427,Martin,7722618100,Burgess,Danny,,Millner,Michael,
73989,Defending Florida,PAC,Political Committee,888 South Andrews Avenue,Suite 201,Fort Lauderdale,FL,33316,Broward,9547670300,Blank,Jason,B.,Blank,Jason,B.
84715,Defending Unborn Life,PAC,Political Committee,33428 Picciola Drive,,Fruitland Park,FL,34731,Lake,3523230667,Loomis,Daniel,Max,Loomis,Daniel,Max
89025,Delmay For Florida,PAC,Political Committee,Post Office Box 30265,,Fort Lauderdale,FL,33303,Broward,9547670300,Delmay,Todd,,Blank,Jason,B.
79798,"Delray Beach for Sensible Government, Inc",PAC,Political Committee,102 Northeast 10th Street,,Delray Beach,FL,33444,Palm Beach,6176807410,Mollica,Judy,,English,Steven,D
83824,Deltona First Action,PAC,Political Committee,237 Gull Drive,,Daytona Beach,FL,32119,Volusia,3869991971,Nichols,Philip,,Nichols,Philip,
79692,Democracy and Freedom,PAC,Political Committee,1742 West Flagler Street,,Miami,FL,33135,Miami-Dade,7867624990,Ulvert,Christian,,Kuhn,Maria,
79781,Democracy Forever PC,PAC,Political Committee,3116 Coral Ridge Drive,,Coral Springs,FL,33065,Broward,9545938826,Rose,Amy,,Rose,Amy,
74293,Democratic Strategies Network,PAC,Political Committee,Post Office Box 30295,,Fort Lauderdale,FL,33303,Broward,9547670300,Haber,Jason,H.,Blank,Jason,B.
60969,Democratic Women's Club of Florida Political Committee,PAC,Political Committee,148 Oak Branch Street,,Orlando,FL,32811,Charlotte,4074349084,Ryan,Deborah,B.,Ryan,Deborah,B.
74659,Democrats Insisting on Common Sense,PAC,Political Committee,Post Office Box 30295,,Fort Lauderdale,FL,33303,Broward,9547670300,Haber,Jason,H.,Blank,Jason,B.
60659,Dermatology PAC of Florida,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Weinstein,Andrew,,Inglese,Marc,
89421,Directing the Future of Florida,PAC,Political Committee,8983 Okeechobee Boulevard,Suite 202,West Palm Beach,FL,33411,Palm Beach,5616146394,Williams,Calvin,,Williams,Calvin,
84085,Disabled Veterans of Florida,PAC,Political Committee,14051 Islamorada Drive,,Orlando,FL,32837,Orange,4073615030,Fetzer,Jeremy,,Fetzer,Jeremy,
78929,Disciplined Leadership,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Fenner,Noreen,,Fenner,Noreen,A.
84406,Divots For Democracy,PAC,Political Committee,4750 Welch Cswy,,St. Petersburg,FL,33708,Pinellas,7277439893,Hankinson,Karen,,Hankinson,Karen,
74839,Do Better,PAC,Political Committee,2601 South Douglas Road,Suite 800,Coral Gables,FL,33134,Miami-Dade,,Diaz-Padron,Eric,,Trueba,Carlos,M.
83928,Do Good,PAC,Political Committee,Post Office Box 12883,,Miami,FL,33101,Miami-Dade,3052695279,Hardemon,Keon,,Hardemon,Keon,
83453,Dolphin Dems PC,PAC,Political Committee,PO Box 30295,,Fort Lauderdale,FL,33303,Broward,9547670300,Olvera,Alfredo,,Blank,Jason,B.
84767,Doral Unites PC,PAC,Political Committee,4914 SW 72 Avenue,,Miami,FL,33155,Miami-Dade,3054450777,Sanchez,Tyler,,Miranda,Jeannine,R.
78944,Down Ballot Democrats,PAC,Political Committee,1563 Capital Circle SE #125,,Tallahassee,FL,32301,Leon,8507240605,Kato,Natalie,A.,Kato,Natalie,A.
73835,Dream Defenders Political Action Committee,PAC,Political Committee,4300 NW 12th Ave,,Miami,FL,33127,Miami-Dade,7865655875,Gilmer,Rachel,,Maggiolo,Gloria,
85942,Drucker For Florida,PAC,Political Committee,Post Office Box 30265,,Fort Lauderdale,FL,33303,Broward,9547670300,Drucker,Selma,,Blank,Jason,B
85624,DSP Partners,PAC,Political Committee,Post Office Box 470849,,Lake Monroe,FL,32747,,4077926365,Sturgill,Scott,,Sturgill,Scott,
60678,Duke Energy Corporation Florida PAC,PAC,Political Committee,1301 Pennsylvania Avenue NW,Suite 200,Washington,DC,20004,,7043826831,Murphy,Melissa,,Sirota,Elizabeth,
84640,Duval for All,PAC,Political Committee,701 South Howard Avenue,#106-813,Tampa,FL,33606,Hillsborough,8137330070,Brill,Jonathan,,Brill,Jonathan,
88735,Duval Forward,PAC,Political Committee,201 South Monroe Street,4th Floor,Tallahassee,FL,32301,Leon,8507240605,Kato,Natalie,,Kato,Natalie,
88569,Duval Teachers United PAC,PAC,Political Committee,1601 Atlantic Boulevard,,Jacksonville,FL,32207,Duval,9043964063,Howell,Rhonda,,Faust,Sybil,
93231,Duval War Room,PAC,Political Committee,"1722 NW 80th Blvd, Suite 90",,Gainesville,FL,32606,Alachua,3522755004,Jones,William,S.,Jones,William,S.
60764,East Central Florida Chamber Alliance,PAC,Political Committee,Post Office Box 11309,,Tallahassee,FL,32302,Leon,8505211200,Walker,Frank,,DeWitt,Parker,
42138,East Pasco Democratic Club Political Action Committee,PAC,Political Committee,Post Office Box 98,,Zephyrhills,FL,335390000,Pasco,3525676900,Washington,James,,Hires,Kristine,
61234,EC-PAC,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Palm Beach,8504041000,Gast,Allen,,Kohner,Michael,L.
85830,Educated Professionals for Jacksonville,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Duval,8504041000,Burton,Pamela,,Fenner,Noreen,A.
88590,"Educated We Stand Florida, Inc.",PAC,Political Committee,Post Office Box 372384,,Satellite Beach,FL,32937,Brevard,3054699013,Hernandez-Mats,Karla,,Hernandez-Mats,Karla,
89783,Educating Miami Dade,PAC,Political Committee,4914 Southwest 72 Avenue,,Miami,FL,33155,Miami-Dade,3054450777,Espinoza,Jose,,Miranda,Jeannine,Riesco
83559,Educating voters for a better Government,PAC,Political Committee,12789 Dixie Highway,,North Miami,FL,33161,Miami-Dade,7865588403,Francius,Wancito,,Francius,Wancito,
84679,Education Defense Fund,PAC,Political Committee,1814 West University Avenue,,Gainesville,FL,32603,Alachua,9046547404,Andrews,Nicholas,P,Andrews,Nicholas,P.
83970,Education First for IRC,PAC,Political Committee,120 South Monroe Street,,Tallahassee,FL,32301,Leon,8507277087,Ramba,David,E,Ramba,David,E
84480,Education For The Future,PAC,Political Committee,4914 SW 72 Avenue,,Miami,FL,33155,Miami-Dade,3054450777,Blanco,Mary,,Miranda,Jeannine,R.
79806,Educators and Parents for School Excellence,PAC,Political Committee,"4522 W Village Drive, 655",,Tampa,FL,33624,,8135230326,White,Wendy,,White,Wendy,
84395,Eduvoter Action Fund,PAC,Political Committee,14082 Southwest 176th Terrace,,Miami,FL,33177,Miami-Dade,3054960398,Etienne,Crystal,,Etienne,Ralph,
79877,Effective Leadership for Jacksonville,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Duval,8502120226,Klein,James,,Fenner,Noreen,A.
88824,EHR Force,PAC,Political Committee,8962 SW 142nd Avenue,#1219,Miami,FL,33186,Miami-Dade,8504499431,Ehr,Phil,,Ehr,Phil,
86106,Election Integrity For Florida,PAC,Political Committee,1170 Tree Swallow Lane Drive,Suite 376,Winter Springs,FL,32708,Seminole,4079074260,Anderson,Ebony,,Anderson,Ebony,
60990,ELECTRO-PC 359,PAC,Political Committee,7811 Coral Way #101,,Miami,FL,33155,Miami-Dade,3052611300,Mattox,Dwight,A.,Lamb,Walter,H.
1687,Electropac 1191,PAC,Political Committee,3994 Florida Blvd,Suite 202,Palm Beach Gardens,FL,33410,Palm Beach,5616242700,Davis,Phil,,Mulgrew,Terrence,P.
93199,Electropac 349,PAC,Political Committee,1657 NW 17 Avenue,,Miami,FL,33125,Miami-Dade,3053251330,Rappaport,Brian,,Rappaport,Brian,
1713,Electropac 820,PAC,Political Committee,"945 25th Drive East, #9",,Ellenton,FL,342220000,Palm Beach,9417225323,Porter III,Robert,E.,Palmer,Martha,
84669,Elevate Florida Communities,PAC,Political Committee,6619 South Dixie Highway,No 148,Miami,FL,33143,Miami-Dade,3056472666,Guerra,Daniel,A.,Maggiolo,Gloria,
84250,Elevating Children's Health PC,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Bridges,Robert,D,Fenner,Noreen,A
74719,Elevating Florida's Future,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Jenkins,Kevin,,Fenner,Noreen,A.
79998,Embrace Equality,PAC,Political Committee,"3220 N Street Northwest, #240",,Washington,DC,20007,Broward,2022401682,Terzo,Nick,,Terzo,Nick,
89357,Embrace Florida's Future,PAC,Political Committee,701 S Howard Ave #106-813,,Tampa,FL,33606,Hillsborough,8137330070,Ramos,Gerald,,Brill,Jonathan,
60951,Emergency Care for Florida,PAC,Political Committee,400 N Wymore Rd,,Winter Park,FL,32789,Orange,4072817396,Buchanan,Blake,,Keahey,Melissa,
45307,Emgage Florida PAC,PAC,Political Committee,3425 US Highway 98 North,,Lakeland,FL,33809,Broward,9543747722,Alam,Shahmeer,,Mitha,Amin,
88718,Empower HER PAC,PAC,Political Committee,1000 Brickell Avenue,Suite 715 PMB 250,Miami,FL,33131,Miami-Dade,9545938826,Rose,Amy,,Rose,Amy,
90008,Empowered Women Govern,PAC,Political Committee,701 South Howard Avenue,#106-813,Tampa,FL,33606,Palm Beach,8137330070,Goldberger,Matthew,,Brill,Jonathan,
88893,Empowering Florida's Future,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Blose,Greg,,Fenner,Noreen,A.
88606,Engage Florida's Future,PAC,Political Committee,PO Box 415698,,Miami Beach,FL,33141,Miami-Dade,8025224266,Pelham,Rebecca,,Pelham,Rebecca,
89367,"Engage Y'all PAC Florida, Inc.",PAC,Political Committee,13 Palafox Place Suite 200,,Pensacola,FL,32502,Escambia,4234433308,Wiley,Erin,,Haggard,Lora,
79007,Engaged Communities PC,PAC,Political Committee,Post Office Box 30295,,Fort Lauderdale,FL,33303,Broward,9547670300,Collum,Emma,,Blank,Jason,B.
64970,Engaged Florida,PAC,Political Committee,1742 W Flagler Street,,Miami,FL,33135,Miami-Dade,7867624990,Ulvert,Christian,,Kuhn,Maria,
85640,Engineering a Conservative Florida,PAC,Political Committee,133 Harbor Drive South,,Venice,FL,34285,Sarasota,9414887794,Conerly,Bill,,Robinson,Eric,
64420,EPIC PharmPAC of Florida,PAC,Political Committee,2367 Coral Point Drive,,Cape Coral,FL,339903812,Lee,4105998316,Mansour,John,,Leonhardt,Anna,M
45409,"Equality Florida Action PAC, Inc.",PAC,Political Committee,"15257 Amberly Drive, Suite 382",,Tampa,FL,33647,Pinellas,4074974986,Saunders,Joseph,,Maurer,Jon,Harris
88781,"Equitable Change, Hope and Opportunity PC (ECHO)",PAC,Political Committee,701 S. Howard Avenue #106-813,,Tampa,FL,33606,Orange,8137330070,Perkins,Michael,,Brill,Jonathan,
89475,Ethical Leadership,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Gardner,Will,,Fenner,Noreen,A.
70258,Ethics and Honesty in Government,PAC,Political Committee,4914 SW 72 Avenue,,Miami,FL,33155,Miami-Dade,3054450777,Rodriguez,Ana,Maria,Riesco,Jose,A.
75015,Everglades Water Trust,PAC,Political Committee,610 South Boulevard,,Tampa,FL,33606,Hillsborough,8132543369,Barley,Mary,,Watkins,Nancy,H.
84145,Every Vote Is Essential,PAC,Political Committee,1563 Capital Circle Southeast,#142,Tallahassee,FL,32301,Leon,8507240605,Kato,Natalie,,Kato,Natalie,
88705,Excellent Public Schools PAC,PAC,Political Committee,2640A Mitcham Drive,,Tallahassee,FL,32308,Leon,8508771099,Goldey,Mark,,Heitmeyer,Rich,
89790,FACT-PAC FLORIDA,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Widman,Shannon,,Fenner,Noreen,A
89017,Facts Are Important,PAC,Political Committee,"3200 Summit Boulevard, #16223",,West Palm Beach,FL,33416,Palm Beach,5612647369,Fisher,Margaret,L.,Fisher,Margaret,L.
88706,Facts Matter PC,PAC,Political Committee,"4522 W Village Drive, #655",,Tampa,FL,33624,Hillsborough,8135230326,White,Wendy,,White,Wendy,
